"order_id","customer_id","purchase_date","delivered_date","delay_days"
"949d5b44dbf5de918fe9c16f97b45f8a","f88197465ea7920adcdbec7375364d82","2017-11-18","2017-11-22",4
"136cce7faa42fdb2cefd53fdc79a6098","ed0271e0b7da060a393796590e7b737a","2017-04-11","2018-05-09",393
"6514b8ad8028c9f2cc2374ded245783f","9bdf08b4b3b52b5526ff42d37d47f222","2017-05-16","2017-05-22",6
"e69bfb5eb88e0ed6a785585b27e16dbf","31ad1d1b63eb9962463f764d4e6e0c9d","2017-07-29","2017-08-10",12
"82566a660a982b15fb86e904c8d32918","d3e3b74c766bc6214e0c830b17ee2341","2018-06-07","2018-06-11",4
"dcb36b511fcac050b97cd5c05de84dc3","3b6828a50ffe546942b7a473d70ac0fc","2018-06-07","2018-06-11",4
"203096f03d82e0dffbc41ebc2e2bcfb7","d2b091571da224a1b36412c18bc3bbfe","2017-09-18","2017-10-06",18
"95266dbfb7e20354baba07964dac78d5","a166da34890074091a942054b36e4265","2018-01-08","2018-01-24",16
"fbf9ac61453ac646ce8ad9783d7d0af6","3a874b4d4c4b6543206ff5d89287f0c3","2018-02-20","2018-02-26",6
"91b2a010e1e45e6ba3d133fa997597be","cce89a605105b148387c52e286ac8335","2018-05-02","2018-05-10",8
"f70a0aff17df5a6cdd9a7196128bd354","456dc10730fbdba34615447ea195d643","2017-08-10","2017-08-17",7
"989225ba6d0ebd5873335f7e01de2ae7","816f8653d5361cbf94e58c33f2502a5c","2017-12-12","2017-12-16",4
"8563039e855156e48fccee4d611a3196","5f16605299d698660e0606f7eae2d2f9","2018-02-17","2018-02-20",3
"60550084e6b4c0cb89a87df1f3e5ebd9","f5458ddc3545711efa883dd7ae7c4497","2018-02-21","2018-02-27",6
"434d158e96bdd6972ad6e6d73ddcfd22","2a1dfb647f32f4390e7b857c67458536","2018-06-01","2018-06-08",7
"6ea2f835b4556291ffdc53fa0b3b95e8","c7340080e394356141681bd4c9b8fe31","2017-11-24","2017-12-13",19
"948097deef559c742e7ce321e5e58919","8644be24d48806bc3a88fd59fb47ceb1","2017-08-04","2017-08-07",3
"138849fd84dff2fb4ca70a0a34c4aa1c","9b18f3fc296990b97854e351334a32f6","2018-02-01","2018-02-06",5
"641fb0752bf5b5940c376b3a8bb9dc52","f5afca14dfa9dc64251cf2b45c54c363","2017-12-15","2017-12-19",4
"40c5e18f7d112b59b3e5113a59a905b3","67407057a7d5ee17d1cd09523f484d13","2018-06-11","2018-06-14",3
"66e4624ae69e7dc89bd50222b59f581f","684fa6da5134b9e4dab731e00011712d","2018-03-09","2018-03-15",6
"a685d016c8a26f71a0bb67821070e398","911e4c37f5cafe1604fe6767034bf1ae","2017-03-13","2017-03-22",9
"68873cf91053cd11e6b49a766db5af1a","4632eb5a8f175f6fe020520ae0c678f3","2017-11-30","2017-12-04",4
"ccbabeb0b02433bd0fcbac46e70339f2","c77ee2d8ba1614a4d489a44166894938","2018-02-19","2018-02-22",3
"f271576bed568e896f99eb710cd3a6f8","5dda11942d4f77bee3a46d71e442aec4","2018-01-07","2018-01-10",3
"686541986ecfb7d9296eb67719973bf0","74805bc388861fa350ed2fade8444e0b","2018-02-10","2018-02-14",4
"6abaad69b8b349c3a529b4b91ce18e46","f5618502bee8eafdee72fb6955e2ebdf","2018-02-15","2018-02-20",5
"82bce245b1c9148f8d19a55b9ff70644","388025bec8128ff20ec1a316ed4dcf02","2017-04-20","2017-04-24",4
"a910f58086d58b3ae6f37aa712d377b9","afb19a4b667cb708caab312757ec3d3f","2017-09-15","2017-09-18",3
"bd4bd0194d6d29f83b8557d4b89b572a","636e15840ab051faa13d3f781b6e4233","2018-07-28","2018-08-01",4
"2711a938db643b3f0b62ee2c8a2784aa","29cb486c739f9774c8eb542e07b56cd2","2017-12-22","2017-12-27",5
"0a4a2fccb27bd83a892fa503987a595b","6772a0a230a2667d16c3620f000e1348","2017-04-20","2017-04-25",5
"e4de6d53ecff736bc68804b0b6e9f635","9f6618c17568ac301465fe7ad056c674","2017-10-16","2017-10-27",11
"6b860b35691d486e45dc98e3514ec5f6","fee181bf648906d1c57f84f216976286","2017-12-08","2017-12-11",3
"ec341c54a5ebf8ee0a67a8632aa7579b","df9b032b2ad0fd6bf37dfb48e5f83845","2017-08-26","2017-08-30",4
"cadbb3657dac2dbbd5b84b12e7b78aad","93ada7a24817edda9f4ab998fa823d16","2018-02-27","2018-03-03",4
"9defaf92cff22420e4e8ef7784815a55","64fb950e760ec8b0db79154a1fa9c1bf","2018-05-11","2018-05-16",5
"f169bd689fb8b32ccd62df9050aebc0b","82f0b75bb50fcb30711e5277e36b3983","2018-04-22","2018-04-27",5
"6a0a8bfbbe700284feb0845d95e0867f","68451b39b1314302c08c65a29f1140fc","2017-11-22","2017-11-27",5
"bb7c5cf4dff9994daeab7c8ee9d287aa","9a4900710ff76d73cb3a0d152e73adf0","2018-03-01","2018-03-05",4
"a6cd683d4bd3b9b1f0aa37b27f8116d3","48f239e15744ed5e7ffbafc6bb6e882b","2017-01-28","2017-02-01",4
"bfe42c22ecbf90bc9f35cf591270b6a7","803ac05904124294f8767894d6da532b","2018-01-27","2018-02-03",7
"9d531c565e28c3e0d756192f84d8731f","d4faa220408c20e53595d2950f361f3b","2017-11-28","2017-12-14",16
"c75acba615d2db29345327974641467d","2b47ff70d422cc3ada976dea40f48782","2018-07-06","2018-07-10",4
"01a75ac3dd000b7628a684be97c29234","57ee2ef64f17a5f9a4bf30489b06326c","2018-01-23","2018-01-26",3
"f2fa3795760c35b8c05fa8e2f09d5143","fac60d7c4df3896a5af5db6c91e03797","2018-03-31","2018-04-05",5
"3923e3ade70348985bd2ca389905cf19","6454e6cba392b35aa21527063026fc92","2018-03-07","2018-03-14",7
"35660aec0cc42b6257e24281ee0e6255","b53cc3c992caaa45ec73cfdde4d839b5","2017-03-30","2017-04-10",11
"b01875821b8dcb6abc61776f0f971bce","818596f5b68adfe2c11498ebb6d39e02","2017-11-24","2017-11-28",4
"15bed8e2fec7fdbadb186b57c46c92f2","f3f0e613e0bdb9c7cee75504f0f90679","2017-09-03","2018-05-09",248
"01855f880aae9a984c7c33b26fcf2e02","2e068340b3037f667ce3224bd59260af","2017-10-19","2017-10-23",4
"89165e6d4c28047da0adf13ac8b3e1b3","4924a47e8cd5630b3564e26fac55c5ec","2018-07-18","2018-07-24",6
"e9ce52cd563d0124dced659e69eab10a","9a80c8377644236e27f59e83862f1ae2","2017-07-10","2017-07-13",3
"9344ccd01ff5fa7ec2aef0ee7e1c49c3","4fd75fb5ef1f01c7585bf746092a1544","2018-05-16","2018-05-21",5
"f4471dae8c482f51aa1826cd9f5d4433","167b9485947ed0a354a3f8dad04eb199","2018-07-05","2018-07-10",5
"95cf9f239f724799131f7ca949209bd9","7251aa758779438faea714941f1051c4","2018-05-25","2018-05-28",3
"86b37610c0e86e94afe3d5ba4b73fa14","86ff82570097f39b2193254f540e4a69","2017-11-17","2017-11-22",5
"1d067305b599c1e0dceb3864056ea527","0489975a325480c9e385e9f135bb13c3","2018-02-14","2018-02-20",6
"556bbf53c2c22fbb9ef31a414dd444a6","5883f965ac70043c2e908c3657c5d548","2017-12-21","2017-12-26",5
"b2bd1f09c1b8a4a36940f6f6e49d5dec","8ed14e450a6268ec13f325e7c2eafeed","2018-02-02","2018-02-06",4
"e69e2290db6b2d3b7593a40112e1a82a","3a017955f82b5bf61bb51aec865a01ca","2018-06-01","2018-06-04",3
"b2f3763408103bc7173bb36ed02dbeea","d0e6cb83a3fc27f56be011b2941f54c6","2018-05-30","2018-06-11",12
